Unnamed: 0,code,kdj_golden_cross,kdj_death_cross,kdj_oversold,kdj_overbought,bias_golden_cross,bias_death_cross,macd_golden_cross,macd_death_cross,dma_golden_cross,dma_death_cross,boll_high_break,boll_mid_break,boll_low_break,rsi_golden_cross,rsi_death_cross,rsi_oversold,rsi_overbought,sector
300,AQN,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0, Utilities
301,AQNA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
302,AQNB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
303,AQST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
304,AQUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
305,AR,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Energy
306,ARAV,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Healthcare
307,ARAY,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Healthcare
308,ARC,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Industrials
309,ARCB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
310,ARCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
311,ARCE,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Consumer Defensive
312,ARCH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Energy
313,ARCO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
314,ARCT,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,Healthcare
315,ARDC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
316,ARDS,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,Healthcare
317,ARDX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
318,ARE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
319,AREC,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Basic Materials
320,ARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
321,ARGD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
322,ARGO,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Financial Services
323,ARGX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
324,ARI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
325,ARKR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
326,ARL,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
327,ARLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Industrials
328,ARLP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
329,ARMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
330,ARMP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
331,ARNA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
332,ARNC,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Industrials
333,AROC,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Energy
334,AROW,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Financial Services
335,ARQT,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Healthcare
336,ARR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
337,ARTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
338,ARTNA,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0, Utilities
339,ARTW,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Industrials
340,ARVN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Healthcare
341,ARW,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
342,ARWR,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Healthcare
343,ASA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Financial Services
344,ASB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Financial Services
345,ASC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
346,ASG,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,
347,ASGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
348,ASH,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Basic Materials
349,ASIX,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Basic Materials
350,ASLN,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Healthcare
351,ASM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
352,ASMB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Healthcare
353,ASML,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
354,ASND,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Healthcare
355,ASPN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Industrials
356,ASPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
357,ASPU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Defensive
358,ASR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Industrials
359,ASRT,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Healthcare
360,ASRV,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Financial Services
361,ASTC,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Industrials
362,ASTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
363,ASUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
364,ASX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
365,ASYS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Technology
366,ATAX,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
367,ATCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
368,ATCX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
369,ATEC,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Healthcare
370,ATEN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Technology
371,ATEX,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Communication Services
372,ATGE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Defensive
373,ATHE,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,Healthcare
374,ATHM,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,Communication Services
375,ATHX,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
376,ATI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
377,ATIF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Financial Services
378,ATKR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Industrials
379,ATLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Financial Services
380,ATLO,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Financial Services
381,ATMP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
382,ATNI,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Communication Services
383,ATNM,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Healthcare
384,ATNX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
385,ATO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, Utilities
386,ATOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Technology
387,ATOS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
388,ATR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Healthcare
389,ATRA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
390,ATRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
391,ATRI,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Healthcare
392,ATRO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Industrials
393,ATSG,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Industrials
394,ATTO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Industrials
395,ATUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
396,ATVI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
397,ATXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
398,AU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
399,AUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Financial Services
400,AUBN,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,Financial Services
401,AUDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
402,AUMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
403,AUPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
404,AUTL,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,Healthcare
405,AUTO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Communication Services
406,AUY,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Basic Materials
407,AVA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, Utilities
408,AVAL,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Financial Services
409,AVAV,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Industrials
410,AVB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
411,AVCO,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,
412,AVD,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,Basic Materials
413,AVDL,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Healthcare
414,AVEO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Healthcare
415,AVGO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
416,AVGOP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
417,AVGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
418,AVID,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,Communication Services
419,AVK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
420,AVLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Technology
421,AVNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
422,AVNW,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
423,AVRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
424,AVT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
425,AVTR,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Basic Materials
426,AVXL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
427,AVY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
428,AVYA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Technology
429,AWF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
430,AWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
431,AWK,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0, Utilities
432,AWP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
433,AWR,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0, Utilities
434,AWRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Technology
435,AWX,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Industrials
436,AX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
437,AXAS,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
438,AXDX,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Healthcare
439,AXGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
440,AXL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
441,AXLA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
442,AXNX,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Healthcare
443,AXP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
444,AXR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
445,AXS,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Financial Services
446,AXSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
447,AXTA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
448,AXTI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
449,AXU,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
450,AY,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0, Utilities
451,AYI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
452,AYTU,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
453,AYX,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Technology
454,AZN,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Healthcare
455,AZO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
456,AZPN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Technology
457,AZRE,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0, Utilities
458,AZUL,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Industrials
459,AZZ,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Industrials
460,B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
461,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
462,BABA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
463,BAC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
464,BAH,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Industrials
465,BAK,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
466,BAL,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
467,BAM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
468,BANC,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,Financial Services
469,BAND,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Technology
470,BANF,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,Financial Services
471,BANFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
472,BANR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
473,BANX,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Financial Services
474,BAP,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Financial Services
475,BAR,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
476,BATL,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Energy
477,BATRA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
478,BATRK,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
479,BAX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Healthcare
480,BB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Technology
481,BBAR,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Financial Services
482,BBBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
483,BBCP,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Industrials
484,BBD,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Financial Services
485,BBDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
486,BBDO,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Financial Services
487,BBGI,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Communication Services
488,BBI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Healthcare
489,BBIO,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,Healthcare
490,BBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
491,BBQ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
492,BBSI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
493,BBU,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
494,BBVA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Financial Services
495,BBW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
496,BBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
497,BC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
498,BCBP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
499,BCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
500,BCDA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Healthcare
501,BCE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Communication Services
502,BCEL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
503,BCH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Financial Services
504,BCLI,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Healthcare
505,BCM,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,
506,BCML,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Financial Services
507,BCO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Industrials
508,BCOR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
509,BCOV,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Technology
510,BCOW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
511,BCPC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Basic Materials
512,BCRX,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Healthcare
513,BCS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Financial Services
514,BCSF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Financial Services
515,BCTF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
516,BCV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Financial Services
517,BCX,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
518,BCYC,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,Healthcare
519,BDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
520,BDCZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
521,BDJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
522,BDL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
523,BDN,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
524,BDR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Technology
525,BDSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
526,BDTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
527,BDX,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,Healthcare
528,BE,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Industrials
529,BEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
530,BECN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
531,BEDU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Defensive
532,BELFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
533,BELFB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
534,BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Financial Services
535,BEP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
536,BERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
537,BEST,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Industrials
538,BFAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
539,BFC,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Financial Services
540,BFIN,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,Financial Services
541,BFK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
542,BFS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
543,BFST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
544,BFZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
545,BG,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Consumer Defensive
546,BGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
547,BGCP,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Financial Services
548,BGFV,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Consumer Cyclical
549,BGH,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
550,BGI,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,Consumer Cyclical
551,BGNE,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Healthcare
552,BGR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Financial Services
553,BGS,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,Consumer Defensive
554,BGSF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Industrials
555,BGT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
556,BGX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
557,BGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
558,BH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
559,BHAT,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,Communication Services
560,BHB,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Financial Services
561,BHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
562,BHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
563,BHF,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Financial Services
564,BHFAL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
565,BHFAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
566,BHK,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
567,BHLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
568,BHP,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Basic Materials
569,BHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
570,BHV,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,Financial Services
571,BHVN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
572,BIDU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Communication Services
573,BIG,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Consumer Defensive
574,BIIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
575,BILI,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,Communication Services
576,BILL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Technology
577,BIMI,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
578,BIO,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Healthcare
579,BIOC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
580,BIOL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Healthcare
581,BIOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
582,BIP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
583,BIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
584,BJ,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Consumer Defensive
585,BJRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
586,BK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Financial Services
587,BKCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Financial Services
588,BKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
589,BKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
590,BKEP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
591,BKEPP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
592,BKH,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0, Utilities
593,BKI,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Technology
594,BKN,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Financial Services
595,BKNG,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
596,BKR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Energy
597,BKSC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
598,BKT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
599,BKTI,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Technology
600,BKU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
601,BKYI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Industrials
